Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2
2018,4,"30,397",31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",515,500.2173913,205.4396349,DL,0.86505867,212.4906807,WN,0.115601912,153.4990602,-1,,
2018,4,"30,397",31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",640,359.673913,233.7481112,DL,0.900876398,235.5966454,WN,0.044424297,204.0319728,-1,,
2018,4,"30,397",31995,"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",306,251.8478261,203.8931808,DL,0.969356927,202.6112645,DL,0.969356927,202.6112645,-1,,
2018,4,"30,397",32211,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,"1,948.913043",231.650541,DL,0.471221417,314.9966623,F9,0.162297825,91.69164948,-1,,
2018,4,"30,397",32337,"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",432,776.9565217,182.5545327,DL,0.735030778,191.8154168,WN,0.246922216,151.2573938,-1,,
2018,4,"30,397",32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,"2,166.73913",329.9196248,DL,0.543844687,380.4846324,WN,0.165345641,244.6931735,-1,,
2018,4,"30,397",32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",594,"4,310.869565",153.911586,DL,0.489838628,178.3826015,WN,0.140015129,140.0415631,-1,,
2018,4,"30,397",32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1947,"3,878.804348",283.3381113,DL,0.494185232,341.520998,WN,0.156480314,225.6934456,-1,,
2018,4,"30,397",32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",453,239.5652174,246.5113884,DL,0.898820327,249.440737,WN,0.07123412,204.9159236,-1,,
2018,4,"30,397",33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",321,296.0869565,263.7516887,DL,0.971732746,263.1350208,DL,0.971732746,263.1350208,-1,,
2018,4,"30,397",33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",373,482.173913,232.8212804,DL,0.955590622,235.5154046,F9,0.015554554,79.02608696,-1,,
2018,4,"30,397",33192,"Atlanta, GA (Metropolitan Area)","Sacramento, CA",2092,415.7608696,314.8699608,DL,0.645228758,339.3518233,WN,0.182745098,262.3615165,-1,,
2018,4,"30,397",33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",406,"1,576.304348",173.6924148,DL,0.645772997,188.1137854,WN,0.302647911,152.2061062,-1,,
2018,4,"30,397",33198,"Atlanta, GA (Metropolitan Area)","Kansas City, MO",692,930.9782609,174.0991243,DL,0.611675423,183.6389006,WN,0.371745476,156.410804,-1,,
2018,4,"30,397",33214,"Atlanta, GA (Metropolitan Area)","San Antonio, TX",874,768.4782609,195.0614569,DL,0.647949081,212.0733464,WN,0.288118812,159.9523319,-1,,
2018,4,"30,397",33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",332,400.4347826,269.8645765,DL,0.981270358,270.0026279,DL,0.981270358,270.0026279,-1,,
2018,4,"30,397",33316,"Atlanta, GA (Metropolitan Area)","Omaha, NE",821,296.0869565,233.7434655,DL,0.846182085,235.0289805,WN,0.105359765,214.5930314,-1,,
2018,4,"30,397",33342,"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",669,740.4347826,183.9703171,DL,0.724456841,197.0244985,WN,0.261450382,145.9384054,-1,,
2018,4,"30,397",33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",425,"1,072.717391",180.0103861,DL,0.642314318,199.280407,WN,0.301144999,152.8501682,-1,,
2018,4,"30,397",33570,"Atlanta, GA (Metropolitan Area)","San Diego, CA",1892,793.9130435,316.8365827,DL,0.665388828,344.7377366,WN,0.234255203,258.019287,-1,,
2018,4,"30,397",33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",516,482.7173913,222.5991669,DL,0.900923215,222.8655086,UA,0.020265706,191.8366667,-1,,
2018,4,"30,397",33851,"Atlanta, GA (Metropolitan Area)","Oklahoma City, OK",761,332.2826087,231.6018973,DL,0.824991822,233.6818398,WN,0.116126922,197.6138028,-1,,
2018,4,"30,397",34027,"Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",545,714.0217391,193.8557771,DL,0.891307657,200.6655679,WN,0.094230476,127.5263328,-1,,
2018,4,"30,397",34057,"Atlanta, GA (Metropolitan Area)","Portland, OR",2172,498.1521739,337.9149902,DL,0.703251146,367.0498604,UA,0.108662448,244.3843373,-1,,
2018,4,"30,397",34100,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",666,"2,085.217391",199.6038105,DL,0.467003753,229.69731,WN,0.147623019,140.3223517,-1,,
2018,4,"30,397",34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",356,"1,052.826087",202.8969234,DL,0.778133388,213.2640573,WN,0.191616766,156.9074353,-1,,
2018,4,"30,397",34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",481,736.6304348,189.9614431,DL,0.778072894,199.4441874,WN,0.192267965,148.7510361,-1,,
2018,4,"30,397",34576,"Atlanta, GA (Metropolitan Area)","Rochester, NY",749,252.3913043,219.761025,DL,0.868217054,220.4200893,WN,0.039621016,185.7684783,-1,,
2018,4,"30,397",34614,"Atlanta, GA (Metropolitan Area)","Salt Lake City, UT",1590,697.0652174,306.9174177,DL,0.769218774,348.268883,F9,0.127085607,98.14969325,-1,,
2018,4,"30,397",34653,"Atlanta, GA (Metropolitan Area)","Tulsa, OK",674,213.5869565,241.8154198,DL,0.805597964,241.1317119,WN,0.119083969,208.2918803,-1,,
2018,4,"30,397",35096,"Atlanta, GA (Metropolitan Area)","Syracuse, NY",794,257.9347826,234.6535188,DL,0.92246102,234.8750571,B6,0.015592078,199.1594595,-1,,
2018,4,"30,423",30194,"Austin, TX","Dallas/Fort Worth, TX",190,"1,039.782609",189.2043383,WN,0.612168095,177.8586407,WN,0.612168095,177.8586407,-1,,
2018,4,"30,423",30198,"Austin, TX","Pittsburgh, PA",1210,204.673913,264.6952204,WN,0.43441317,240.2865526,WN,0.43441317,240.2865526,-1,,
2018,4,"30,423",30325,"Austin, TX","Denver, CO",775,"1,492.5",165.5770956,WN,0.55065181,164.3800952,F9,0.102833006,91.25014164,-1,,
2018,4,"30,423",30466,"Austin, TX","Phoenix, AZ",872,868.2608696,208.3338633,WN,0.596644967,198.309274,WN,0.596644967,198.309274,-1,,
2018,4,"30,423",30559,"Austin, TX","Seattle, WA",1770,831.3043478,226.9310146,AS,0.515690377,235.6134381,DL,0.228556485,216.9308352,-1,,
2018,4,"30,423",30615,"Austin, TX","El Paso, TX",528,343.5869565,198.7655805,WN,0.927238216,196.8018765,WN,0.927238216,196.8018765,-1,,
2018,4,"30,423",30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",1174,220.9782609,241.8606493,UA,0.297589769,252.954876,WN,0.282833251,212.8053913,-1,,
2018,4,"30,423",30693,"Austin, TX","Nashville, TN",756,405.1086957,239.1245237,WN,0.826670244,236.9552418,UA,0.050711028,225.2708995,-1,,
2018,4,"30,423",30721,"Austin, TX","Boston, MA (Metropolitan Area)",1698,"1,055.978261",252.8464745,WN,0.314873906,228.924714,WN,0.314873906,228.924714,-1,,
2018,4,"30,423",30852,"Austin, TX","Washington, DC (Metropolitan Area)",1342,"1,382.065217",283.6132835,WN,0.4777035,275.8223247,WN,0.4777035,275.8223247,-1,,
2018,4,"30,423",30977,"Austin, TX","Chicago, IL",977,"1,518.804348",231.4748086,AA,0.359908395,241.3780871,WN,0.328204394,216.4570432,-1,,
2018,4,"30,423",31057,"Austin, TX","Charlotte, NC",1032,344.2391304,294.0396906,AA,0.748973792,318.7193929,F9,0.055257341,79.04228571,-1,,
2018,4,"30,423",31066,"Austin, TX","Columbus, OH",1073,231.1956522,197.2067701,WN,0.355430183,210.5748677,F9,0.21438646,85.66008772,-1,,
2018,4,"30,423",31123,"Austin, TX","St. Louis, MO",721,359.5652174,218.2211911,WN,0.816505441,210.9898556,WN,0.816505441,210.9898556,-1,,
2018,4,"30,423",31295,"Austin, TX","Detroit, MI",1149,452.9347826,244.77521,DL,0.64674826,269.6266419,WN,0.146148308,210.2880131,-1,,
2018,4,"30,423",31453,"Austin, TX","Houston, TX",148,243.3695652,206.0351496,WN,0.570343904,195.4539546,WN,0.570343904,195.4539546,-1,,
2018,4,"30,423",31454,"Austin, TX","Orlando, FL",994,872.0652174,182.0312726,WN,0.571357348,183.8308028,B6,0.225476754,162.1402432,-1,,
2018,4,"30,423",31650,"Austin, TX","Minneapolis/St. Paul, MN",1042,531.6304348,238.1308526,DL,0.655898589,262.9757793,F9,0.050092006,91.90693878,-1,,
2018,4,"30,423",31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,"2,712.934783",242.6480668,UA,0.271485236,267.7498672,WN,0.166392884,202.8137009,-1,,
2018,4,"30,423",32211,"Austin, TX","Las Vegas, NV",1090,"1,001.195652",183.3649332,WN,0.568667897,207.9874761,F9,0.162848768,103.1506,-1,,
2018,4,"30,423",32337,"Austin, TX","Indianapolis, IN",919,296.1956522,188.9118532,WN,0.328440367,202.2269274,G4,0.269724771,96.38761905,-1,,
2018,4,"30,423",32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,"2,240",226.5816819,WN,0.356123835,208.581646,AS,0.251116071,205.4096812,-1,,
2018,4,"30,423",32467,"Austin, TX","Miami, FL (Metropolitan Area)",1105,775.8695652,212.2784393,AA,0.420565985,226.9517655,B6,0.256934716,182.7745911,-1,,
2018,4,"30,423",32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,"2,371.73913",193.4346196,AA,0.352337305,203.957219,WN,0.273968836,188.0050853,-1,,
2018,4,"30,423",33105,"Austin, TX","Cincinnati, OH",958,215.326087,183.0982332,DL,0.370015144,228.925648,G4,0.285714286,103.9858657,-1,,
2018,4,"30,423",33192,"Austin, TX","Sacramento, CA",1481,332.0652174,221.4665466,WN,0.688379705,214.4941988,WN,0.688379705,214.4941988,-1,,
2018,4,"30,423",33195,"Austin, TX","Tampa, FL (Metropolitan Area)",928,378.4782609,213.3677484,WN,0.670591614,206.1133191,WN,0.670591614,206.1133191,-1,,
2018,4,"30,423",33198,"Austin, TX","Kansas City, MO",650,299.1304348,205.4999637,WN,0.787427326,198.7786341,WN,0.787427326,198.7786341,-1,,
2018,4,"30,423",33495,"Austin, TX","New Orleans, LA",444,478.1521739,177.7777677,WN,0.809274835,178.0792416,F9,0.064332803,82.15936396,-1,,
2018,4,"30,423",33570,"Austin, TX","San Diego, CA",1164,690.5434783,193.7041713,WN,0.65370691,197.1000963,AS,0.144656068,185.4411317,-1,,
2018,4,"30,423",34057,"Austin, TX","Portland, OR",1715,448.2608696,217.4344568,AS,0.541707081,216.672068,AS,0.541707081,216.672068,-1,,
2018,4,"30,423",34100,"Austin, TX","Philadelphia, PA",1430,547.6086957,248.5206034,AA,0.635966653,274.8313358,F9,0.148074633,113.8209115,-1,,
2018,4,"30,423",34492,"Austin, TX","Raleigh/Durham, NC",1162,379.3478261,212.7712034,WN,0.281088825,193.2520897,F9,0.196561605,106.1868805,-1,,
2018,4,"30,423",34614,"Austin, TX","Salt Lake City, UT",1086,344.673913,221.0422895,DL,0.561652476,258.8629983,F9,0.176600442,94.16696429,-1,,
2018,4,"30,431",31703,"Asheville, NC","New York City, NY (Metropolitan Area)",633,243.9130435,187.6346702,G4,0.37254902,100.7057416,G4,0.37254902,100.7057416,-1,,
2018,4,"30,431",32467,"Asheville, NC","Miami, FL (Metropolitan Area)",677,341.7391304,117.3586514,G4,0.868956743,92.48210102,NK,0.023536896,73.09324324,-1,,
2018,4,"30,431",33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",519,234.8913043,113.5121703,G4,0.868579361,86.01347896,NK,0.019435447,76.11904762,-1,,
2018,4,"30,436",30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,360.8695652,328.1170482,AA,0.537349398,331.1602578,WN,0.170180723,274.8488496,-1,,
2018,4,"30,466",30198,"Phoenix, AZ","Pittsburgh, PA",1814,484.8913043,266.1770903,AA,0.518941941,281.7922246,WN,0.413808563,238.0313651,-1,,
2018,4,"30,466",30559,"Phoenix, AZ","Seattle, WA",1107,"2,837.608696",180.8389029,AS,0.354822646,189.8235561,WN,0.259365663,165.3518978,-1,,
2018,4,"30,466",30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,"1,850.652174",305.1249383,AA,0.458651474,323.4910744,WN,0.347997181,270.2718987,-1,,
2018,4,"30,466",30928,"Phoenix, AZ","Wichita, KS",870,207.2826087,162.7418983,WN,0.530152071,181.1431256,G4,0.31882538,87.78618421,-1,,
2018,4,"30,466",31123,"Phoenix, AZ","St. Louis, MO",1262,793.2608696,227.5892573,WN,0.678542066,220.8403069,WN,0.678542066,220.8403069,-1,,
2018,4,"30,466",31775,"Phoenix, AZ","Sioux Falls, SD",1081,277.7173913,158.1925636,G4,0.688845401,116.8700568,G4,0.688845401,116.8700568,-1,,
2018,4,"30,466",31884,"Phoenix, AZ","Spokane, WA",1020,429.5652174,196.4859565,WN,0.480010121,182.5387981,WN,0.480010121,182.5387981,-1,,
2018,4,"30,466",32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,"4,239.130435",168.9745256,WN,0.593820513,159.3251824,WN,0.593820513,159.3251824,-1,,
2018,4,"30,466",33192,"Phoenix, AZ","Sacramento, CA",647,"1,210.652174",169.5358233,WN,0.671125875,166.5607759,WN,0.671125875,166.5607759,-1,,
2018,4,"30,466",33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",1788,597.6086957,272.1705893,AA,0.464896326,299.0942879,WN,0.357584576,267.9191251,-1,,
2018,4,"30,466",33214,"Phoenix, AZ","San Antonio, TX",843,651.5217391,203.8209877,WN,0.578745412,191.9157106,WN,0.578745412,191.9157106,-1,,
2018,4,"30,466",33570,"Phoenix, AZ","San Diego, CA",304,"1,464.673913",156.4906939,WN,0.720667904,153.6664401,WN,0.720667904,153.6664401,-1,,
2018,4,"30,466",34057,"Phoenix, AZ","Portland, OR",1009,"1,776.195652",175.0404565,WN,0.379230157,166.6590931,WN,0.379230157,166.6590931,-1,,
2018,4,"30,466",34314,"Phoenix, AZ","Provo, UT",477,279.3478261,87.23871595,G4,1.0000,87.23871595,G4,1.0000,87.23871595,-1,,
2018,4,"30,466",34492,"Phoenix, AZ","Raleigh/Durham, NC",1891,419.4565217,267.3378855,WN,0.483285825,266.0788204,F9,0.130085514,119.3545817,-1,,
2018,4,"30,466",34570,"Phoenix, AZ","Reno, NV",601,450.7608696,194.178804,WN,0.602604292,175.8155262,WN,0.602604292,175.8155262,-1,,
2018,4,"30,466",34614,"Phoenix, AZ","Salt Lake City, UT",507,"1,428.913043",181.0494979,WN,0.454815153,167.9687406,WN,0.454815153,167.9687406,-1,,
2018,4,"30,466",34653,"Phoenix, AZ","Tulsa, OK",935,217.3913043,243.7601,WN,0.7735,233.5298643,WN,0.7735,233.5298643,-1,,
2018,4,"30,529",30466,"Hartford, CT","Phoenix, AZ",2213,224.8913043,315.5159497,AA,0.406959884,331.9895487,WN,0.32141131,274.7843609,-1,,
2018,4,"30,529",30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,"1,154.673913",155.0796762,AA,0.308575732,169.6970409,B6,0.195142615,124.3562952,-1,,
2018,4,"30,529",31453,"Hartford, CT","Houston, TX",1519,223.6956522,300.0425656,UA,0.463070943,312.3980063,WN,0.216715258,245.7338565,-1,,
2018,4,"30,529",31454,"Hartford, CT","Orlando, FL",1050,"1,340.869565",169.9282182,WN,0.457441634,169.077636,NK,0.13480869,102.3936861,-1,,
2018,4,"30,529",31650,"Hartford, CT","Minneapolis/St. Paul, MN",1050,308.3695652,296.4639408,DL,0.878745153,300.7124749,WN,0.044060627,215.6944,-1,,
2018,4,"30,529",32211,"Hartford, CT","Las Vegas, NV",2297,242.2826087,282.7188874,WN,0.488559892,260.7418733,WN,0.488559892,260.7418733,-1,,
2018,4,"30,529",32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,372.3913043,311.0150613,AA,0.302685347,275.7243973,AA,0.302685347,275.7243973,-1,,
2018,4,"30,529",32467,"Hartford, CT","Miami, FL (Metropolitan Area)",1194,"1,002.934783",180.2810231,B6,0.392110112,182.1999724,NK,0.133196055,121.6776241,-1,,
2018,4,"30,529",32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2527,540.326087,349.9022933,AA,0.5332931,358.1077707,WN,0.161939248,298.4477019,-1,,
2018,4,"30,529",33195,"Hartford, CT","Tampa, FL (Metropolitan Area)",1111,821.1956522,162.6556982,WN,0.479947055,161.8154992,WN,0.479947055,161.8154992,-1,,
2018,4,"30,529",33570,"Hartford, CT","San Diego, CA",2502,196.0869565,330.272561,WN,0.321507761,296.4810345,WN,0.321507761,296.4810345,-1,,
2018,4,"30,529",34027,"Hartford, CT","West Palm Beach/Palm Beach, FL",1133,307.173913,229.4525478,B6,0.705237084,240.2706473,AA,0.101910828,187.4916667,-1,,
2018,4,"30,529",34492,"Hartford, CT","Raleigh/Durham, NC",532,236.9565217,204.6534404,DL,0.390366972,195.9097532,DL,0.390366972,195.9097532,-1,,
2018,4,"30,559",30436,"Seattle, WA","Tucson, AZ",1216,390.7608696,214.0047288,AS,0.586926287,220.0387678,DL,0.253129346,201.0862637,-1,,
2018,4,"30,559",30852,"Seattle, WA","Washington, DC (Metropolitan Area)",2335,"1,952.608696",287.3443609,AS,0.40336228,297.9944245,WN,0.11077711,244.6015578,-1,,
2018,4,"30,559",31123,"Seattle, WA","St. Louis, MO",1709,544.673913,242.6732189,AS,0.545799242,234.3320658,WN,0.307323887,231.9048701,-1,,
2018,4,"30,559",31884,"Seattle, WA","Spokane, WA",224,"1,420.434783",118.3251071,AS,0.800352005,119.5361507,DL,0.198576676,113.415183,-1,,
2018,4,"30,559",33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",2520,536.1956522,262.3195013,AS,0.526657207,282.5400693,UA,0.126900466,206.4894569,-1,,
2018,4,"30,599",30194,"Birmingham, AL","Dallas/Fort Worth, TX",597,450.2173913,233.5246741,WN,0.480685659,194.7015068,WN,0.480685659,194.7015068,-1,,
2018,4,"30,599",30325,"Birmingham, AL","Denver, CO",1083,209.1304348,229.410343,UA,0.405405405,297.4603846,F9,0.295738046,90.82811951,-1,,
2018,4,"30,599",30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",682,493.6956522,235.7301629,AA,0.416116248,250.0756614,WN,0.371642448,202.1595972,-1,,
2018,4,"30,599",30977,"Birmingham, AL","Chicago, IL",583,382.7173913,222.0612042,WN,0.464640727,193.3287897,WN,0.464640727,193.3287897,-1,,
2018,4,"30,599",31453,"Birmingham, AL","Houston, TX",570,350.326087,225.1702451,UA,0.47688489,242.5445673,WN,0.468817872,199.0504964,-1,,
2018,4,"30,599",31454,"Birmingham, AL","Orlando, FL",479,451.8478261,173.7739716,WN,0.814289151,169.5754801,WN,0.814289151,169.5754801,-1,,
2018,4,"30,599",31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,433.4782609,288.6400702,DL,0.654714142,307.5932976,AA,0.198595787,261.8950758,-1,,
2018,4,"30,599",32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",661,206.4130435,269.7747235,AA,0.381253291,298.6078729,WN,0.250131648,198.0277895,-1,,
2018,4,"30,599",32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",1815,263.8043478,334.1370828,WN,0.371240214,268.9560488,WN,0.371240214,268.9560488,-1,,
2018,4,"30,599",33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",459,289.1304348,178.4630075,WN,0.835338346,166.9958146,WN,0.835338346,166.9958146,-1,,
2018,4,"30,615",30466,"El Paso, TX","Phoenix, AZ",347,336.8478261,146.5685382,WN,0.702161988,138.8477482,WN,0.702161988,138.8477482,-1,,
2018,4,"30,615",30852,"El Paso, TX","Washington, DC (Metropolitan Area)",1741,302.5,303.6443766,AA,0.36974488,321.7547133,WN,0.337405677,260.5537806,-1,,
2018,4,"30,615",31453,"El Paso, TX","Houston, TX",677,446.6304348,231.9689462,WN,0.656364079,213.9776418,WN,0.656364079,213.9776418,-1,,
2018,4,"30,615",31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,227.826087,326.6701813,AA,0.372614504,343.1133163,WN,0.21278626,269.7152466,-1,,
2018,4,"30,615",32211,"El Paso, TX","Las Vegas, NV",583,342.9347826,168.5975594,WN,0.71251981,176.4853203,G4,0.159429477,96.72962227,-1,,
2018,4,"30,615",32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",993,226.8478261,211.4253474,WN,0.63440345,192.7303625,WN,0.63440345,192.7303625,-1,,
2018,4,"30,615",32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,710.4347826,171.0881426,WN,0.616126071,151.8585299,WN,0.616126071,151.8585299,-1,,
2018,4,"30,615",33214,"El Paso, TX","San Antonio, TX",496,330.1086957,210.5100757,WN,0.901876852,202.7028478,WN,0.901876852,202.7028478,-1,,
2018,4,"30,647",30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,589.1304348,279.0293358,AA,0.706088561,295.2351712,WN,0.115682657,238.0866029,-1,,
2018,4,"30,647",30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",1224,712.0652174,191.1103954,UA,0.491833308,223.816977,F9,0.195695314,84.64048362,-1,,
2018,4,"30,647",30466,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",1754,573.5869565,222.4168656,WN,0.44002274,244.7884582,F9,0.267386773,109.02764,-1,,
2018,4,"30,647",30559,"Cleveland, OH (Metropolitan Area)","Seattle, WA",2055,224.0217391,297.7407569,UA,0.372634643,309.1936198,WN,0.16060165,225.7320242,-1,,
2018,4,"30,647",30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",448,378.4782609,174.4165709,WN,0.840896037,165.120526,WN,0.840896037,165.120526,-1,,
2018,4,"30,647",30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,814.5652174,173.8272084,UA,0.476647985,184.1112262,AA,0.169869229,158.3329929,-1,,
2018,4,"30,647",31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",498,295.5434783,182.5825303,WN,0.813166605,167.7985075,WN,0.813166605,167.7985075,-1,,
2018,4,"30,647",31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",1106,443.1521739,296.3360805,UA,0.634044641,327.7926112,WN,0.155015943,244.519462,-1,,
2018,4,"30,647",31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",895,948.5869565,150.7057408,UA,0.361750888,188.7891353,NK,0.229288415,89.95387306,-1,,
2018,4,"30,647",31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",657,345.9782609,248.2072887,DL,0.793590952,251.8468329,F9,0.024191015,78.22077922,-1,,
2018,4,"30,647",31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,"1,656.413043",217.1383162,UA,0.466237942,226.847741,AA,0.150600433,199.7757734,-1,,
2018,4,"30,647",31714,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",1025,534.0217391,148.6696927,F9,0.483818441,103.6986958,F9,0.483818441,103.6986958,-1,,
2018,4,"30,647",32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",1846,869.7826087,172.8982379,F9,0.341289678,92.65972171,F9,0.341289678,92.65972171,-1,,
2018,4,"30,647",32457,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2187,593.0434783,320.6679435,UA,0.666239003,344.4546905,WN,0.158174487,258.5893395,-1,,
2018,4,"30,647",32467,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",1080,826.8478261,175.3475877,AA,0.283948994,207.3253704,NK,0.223084002,103.0328226,-1,,
2018,4,"30,647",32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2073,950,258.9489474,UA,0.564874142,282.3336237,NK,0.185011442,123.2239951,-1,,
2018,4,"30,647",33195,"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",932,590.7608696,135.8306532,F9,0.35400184,86.36392931,F9,0.35400184,86.36392931,-1,,
2018,4,"30,647",33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",361,228.2608696,123.0268571,WN,0.841428571,104.7080362,WN,0.841428571,104.7080362,-1,,
2018,4,"30,647",33495,"Cleveland, OH (Metropolitan Area)","New Orleans, LA",917,229.7826087,184.1112583,WN,0.254493851,168.1501859,NK,0.217123936,92.43093682,-1,,
2018,4,"30,647",33570,"Cleveland, OH (Metropolitan Area)","San Diego, CA",2045,266.8478261,243.6554786,UA,0.340936864,269.9015532,F9,0.142973523,122.4757835,-1,,
2018,4,"30,647",34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",363,284.8913043,314.4223197,AA,0.913010301,319.949812,WN,0.011827547,210.183871,-1,,
2018,4,"30,647",34492,"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",416,213.3695652,185.6218543,DL,0.380030565,191.0207775,WN,0.147733062,161.9324138,-1,,
2018,4,"30,666",32211,"Bellingham, WA","Las Vegas, NV",954,474.1304348,101.6087575,G4,0.968821641,97.58305726,G4,0.968821641,97.58305726,-1,,
2018,4,"30,693",30198,"Nashville, TN","Pittsburgh, PA",462,337.6086957,176.7708307,WN,0.826464907,169.3259447,WN,0.826464907,169.3259447,-1,,
2018,4,"30,693",30466,"Nashville, TN","Phoenix, AZ",1449,630.2173913,255.3193343,WN,0.813038979,250.1284896,F9,0.010175923,133.7627119,-1,,
2018,4,"30,693",30559,"Nashville, TN","Seattle, WA",1978,528.2608696,249.5792181,AS,0.423045267,257.496644,DL,0.308847737,240.5470353,-1,,
2018,4,"30,693",30852,"Nashville, TN","Washington, DC (Metropolitan Area)",587,"1,642.065217",209.3899451,WN,0.63321639,200.2893686,WN,0.63321639,200.2893686,-1,,
2018,4,"30,693",31123,"Nashville, TN","St. Louis, MO",272,215.4347826,165.5024218,WN,0.972250252,163.8239232,WN,0.972250252,163.8239232,-1,,
2018,4,"30,693",31454,"Nashville, TN","Orlando, FL",616,"1,105.869565",172.5127187,WN,0.751130332,180.4284611,F9,0.11401612,87.23887931,-1,,
2018,4,"30,693",31703,"Nashville, TN","New York City, NY (Metropolitan Area)",803,"2,569.673913",224.1243602,UA,0.288228078,228.1105225,WN,0.230362506,197.1944179,-1,,
2018,4,"30,693",32457,"Nashville, TN","San Francisco, CA (Metropolitan Area)",1969,888.1521739,257.8188594,UA,0.35038551,266.9156479,AS,0.192510097,217.8660521,-1,,
2018,4,"30,693",33192,"Nashville, TN","Sacramento, CA",1917,196.7391304,269.639116,WN,0.607734807,249.9410909,WN,0.607734807,249.9410909,-1,,
2018,4,"30,693",33195,"Nashville, TN","Tampa, FL (Metropolitan Area)",612,799.4565217,174.6754725,WN,0.803127124,177.2253428,G4,0.058871516,84.75750577,-1,,
2018,4,"30,693",33214,"Nashville, TN","San Antonio, TX",822,295.326087,228.2787265,WN,0.776223776,226.2362257,WN,0.776223776,226.2362257,-1,,
2018,4,"30,693",33495,"Nashville, TN","New Orleans, LA",471,406.4130435,196.5095213,WN,0.861460283,200.414126,SY,0.037978069,81.62676056,-1,,
2018,4,"30,693",33570,"Nashville, TN","San Diego, CA",1751,416.5217391,264.1346816,WN,0.733298539,256.4666904,F9,0.016701461,122.015625,-1,,
